,MinTemp,MaxTemp,Precipitation,ReferenceET,Date
126,26.27,39.9,0.0,6.3,1981-05-09
127,26.18,40.87,0.0,6.6,1981-05-10
128,25.17,40.71,0.0,6.8,1981-05-11
129,25.95,40.69,0.0,6.6,1981-05-12
130,25.89,38.41,0.0,5.9,1981-05-13
131,24.08,37.68,0.0,6.0,1981-05-14
132,23.67,41.58,0.0,7.3,1981-05-15
133,23.39,39.93,0.0,6.8,1981-05-16
134,23.69,38.93,0.0,6.4,1981-05-17
135,22.73,40.37,0.0,7.0,1981-05-18
136,22.52,39.83,0.0,6.9,1981-05-19
137,23.26,35.26,0.0,5.4,1981-05-20
138,23.68,33.08,0.0,4.6,1981-05-21
139,22.55,39.61,0.0,6.8,1981-05-22
140,23.34,39.92,0.0,6.8,1981-05-23
141,23.84,38.1,0.0,6.1,1981-05-24
142,23.9,33.07,0.0,4.5,1981-05-25
143,25.07,36.59,0.0,5.4,1981-05-26
144,23.86,37.89,0.0,6.1,1981-05-27
145,24.3,38.98,0.0,6.3,1981-05-28
146,23.57,40.78,0.0,7.0,1981-05-29
147,23.51,40.35,0.0,6.9,1981-05-30
148,24.93,37.98,11.52,5.9,1981-05-31
149,25.22,38.53,0.0,6.0,1981-06-01
150,24.02,39.01,0.0,6.4,1981-06-02
151,24.99,35.53,0.0,5.1,1981-06-03
152,24.87,35.76,0.0,5.2,1981-06-04
153,24.52,35.9,0.0,5.3,1981-06-05
154,24.64,37.8,0.0,5.9,1981-06-06
155,24.67,38.69,0.0,6.2,1981-06-07
156,24.11,39.52,0.0,6.5,1981-06-08
157,23.94,38.95,0.0,6.4,1981-06-09
158,23.91,38.81,0.0,6.3,1981-06-10
159,24.19,38.55,0.0,6.2,1981-06-11
160,23.26,38.09,0.0,6.2,1981-06-12
161,25.18,38.35,0.0,5.9,1981-06-13
162,25.32,38.44,0.0,5.9,1981-06-14
163,25.3,35.21,0.0,4.9,1981-06-15
164,26.8,33.55,3.39,3.9,1981-06-16
165,25.34,38.62,0.0,6.0,1981-06-17
166,24.99,35.8,0.0,5.2,1981-06-18
167,25.19,38.84,0.0,6.1,1981-06-19
168,25.65,38.76,0.0,6.0,1981-06-20
169,25.76,37.6,0.0,5.6,1981-06-21
170,25.87,33.84,56.52,4.3,1981-06-22
171,25.05,33.71,12.36,4.4,1981-06-23
172,24.11,35.36,14.13,5.2,1981-06-24
173,25.29,33.54,12.36,4.3,1981-06-25
174,23.64,36.56,0.0,5.7,1981-06-26
175,23.5,36.65,0.0,5.7,1981-06-27
176,23.76,34.76,7.52,5.1,1981-06-28
177,22.49,33.9,0.0,5.0,1981-06-29
178,24.4,32.96,0.0,4.3,1981-06-30
179,24.19,34.14,0.0,4.8,1981-07-01
180,23.94,31.88,37.21,4.1,1981-07-02
181,24.9,30.27,0.0,3.3,1981-07-03
182,23.9,30.79,18.61,3.7,1981-07-04
183,24.02,31.14,18.61,3.8,1981-07-05
184,24.15,31.07,9.88,3.8,1981-07-06
185,23.24,30.98,9.88,4.0,1981-07-07
186,22.69,31.48,11.29,4.2,1981-07-08
187,23.79,31.37,0.0,4.0,1981-07-09
188,23.29,31.45,19.75,4.1,1981-07-10
189,23.4,30.61,0.0,3.8,1981-07-11
190,23.55,30.77,11.36,3.8,1981-07-12
191,23.8,30.51,0.0,3.7,1981-07-13
192,23.07,29.71,9.94,3.6,1981-07-14
193,23.1,30.43,0.0,3.8,1981-07-15
194,23.69,32.28,0.0,4.3,1981-07-16
195,23.87,30.16,0.0,3.5,1981-07-17
196,23.46,31.83,0.0,4.2,1981-07-18
197,23.12,30.83,0.0,3.9,1981-07-19
198,23.6,30.0,14.12,3.6,1981-07-20
199,23.55,31.21,19.88,4.0,1981-07-21
200,23.71,30.05,0.0,3.5,1981-07-22
201,23.31,28.78,0.0,3.2,1981-07-23
202,22.31,30.32,39.76,4.0,1981-07-24
203,23.23,29.59,0.0,3.5,1981-07-25
204,22.51,29.01,17.14,3.5,1981-07-26
205,23.32,26.72,0.0,2.4,1981-07-27
206,22.61,30.84,0.0,4.1,1981-07-28
207,23.61,29.25,0.0,3.3,1981-07-29
208,23.04,29.9,34.27,3.7,1981-07-30
209,23.11,29.41,0.0,3.5,1981-07-31
210,22.83,29.46,12.71,3.6,1981-08-01
211,22.81,27.23,11.96,2.8,1981-08-02
212,22.45,29.88,26.12,3.8,1981-08-03
213,23.33,30.36,4.57,3.7,1981-08-04
214,23.71,29.43,11.46,3.3,1981-08-05
215,23.3,29.1,15.4,3.3,1981-08-06
216,23.2,28.47,0.0,3.1,1981-08-07
217,23.06,30.25,8.41,3.8,1981-08-08
218,22.94,30.13,33.41,3.8,1981-08-09
219,24.14,29.16,0.0,3.1,1981-08-10
220,23.45,29.28,116.92,3.3,1981-08-11
221,23.58,30.91,0.0,3.9,1981-08-12
222,23.75,30.99,0.0,3.9,1981-08-13
223,24.23,29.41,0.0,3.2,1981-08-14
224,23.13,29.83,0.0,3.6,1981-08-15
225,22.94,29.76,0.0,3.6,1981-08-16
226,22.89,31.03,0.0,4.1,1981-08-17
227,23.69,27.98,7.86,2.8,1981-08-18
228,22.98,28.68,0.0,3.3,1981-08-19
229,22.58,30.37,0.0,3.9,1981-08-20
230,23.4,30.12,9.09,3.6,1981-08-21
231,22.73,27.22,0.0,2.8,1981-08-22
232,21.78,29.66,0.0,3.9,1981-08-23
233,22.94,31.04,10.39,4.0,1981-08-24
234,24.42,31.59,0.0,3.9,1981-08-25
235,23.6,29.14,0.0,3.2,1981-08-26
236,23.35,27.66,23.66,2.8,1981-08-27
237,23.19,28.87,23.66,3.3,1981-08-28
238,22.46,30.06,0.0,3.8,1981-08-29
239,22.63,29.85,0.0,3.7,1981-08-30
240,22.43,29.73,27.04,3.7,1981-08-31
241,23.45,28.62,3.4,3.1,1981-09-01
242,22.55,30.04,3.16,3.8,1981-09-02
243,23.62,30.21,0.41,3.6,1981-09-03
244,23.9,30.19,0.0,3.5,1981-09-04
245,22.94,30.17,0.0,3.7,1981-09-05
246,23.37,30.0,13.61,3.6,1981-09-06
247,22.97,27.41,0.0,2.8,1981-09-07
248,21.64,28.78,0.0,3.6,1981-09-08
249,22.28,28.64,0.0,3.4,1981-09-09
250,23.01,29.06,13.61,3.3,1981-09-10
251,22.97,28.77,21.38,3.2,1981-09-11
252,22.33,27.69,10.69,3.0,1981-09-12
253,21.69,27.78,0.0,3.2,1981-09-13
254,21.75,30.39,24.44,4.0,1981-09-14
255,23.35,30.27,0.0,3.6,1981-09-15
256,23.46,28.12,0.0,2.8,1981-09-16
257,22.97,29.41,1.54,3.4,1981-09-17
258,23.14,30.23,22.45,3.6,1981-09-18
259,23.35,29.6,0.0,3.4,1981-09-19
260,22.23,27.19,0.0,2.9,1981-09-20
261,21.6,30.39,0.0,4.0,1981-09-21
262,21.96,29.05,0.0,3.5,1981-09-22
263,21.51,28.49,7.74,3.4,1981-09-23
264,23.23,30.05,0.0,3.5,1981-09-24
265,22.79,31.37,7.74,4.0,1981-09-25
266,23.14,32.07,5.52,4.2,1981-09-26
267,23.67,27.83,6.31,2.6,1981-09-27
268,22.71,30.15,0.0,3.6,1981-09-28
269,22.42,31.47,0.0,4.1,1981-09-29
270,21.98,31.37,0.0,4.2,1981-09-30
271,22.06,31.95,7.75,4.3,1981-10-01
272,24.16,31.63,8.85,3.8,1981-10-02
273,23.48,31.79,0.0,3.9,1981-10-03
274,24.15,29.55,7.75,3.1,1981-10-04
275,23.29,29.4,0.0,3.2,1981-10-05
276,22.33,32.18,0.0,4.3,1981-10-06
277,22.83,32.24,0.0,4.2,1981-10-07
278,22.95,31.82,0.0,4.0,1981-10-08
279,23.65,29.69,0.0,3.2,1981-10-09
280,22.69,31.96,0.0,4.1,1981-10-10
281,23.08,31.37,9.48,3.8,1981-10-11
282,22.7,31.21,0.0,3.8,1981-10-12
