Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
28	6	2011	      24.7      36.5		7.1	5.4
29	6	2011	      24.6      37.1		0	6.2
30	6	2011	      24.3      36.4		0	5.9
1	7	2011	      24.2      36.0		0	5
2	7	2011	      25.5      33.7		11.7	4.4
3	7	2011	      25.3      33.9		7.8	5.3
4	7	2011	      23.9      36.5		0	5.7
5	7	2011	      24.2      33.5		3.9	4.7
6	7	2011	      24.8      31.8		9.4	4.3
7	7	2011	      24.4      36.2		0	5.2
8	7	2011	      24.6      37.9		0	6
9	7	2011	      23.7      37.1		0	6.1
10	7	2011	      24.2      32.6		0	5.1
11	7	2011	      23.9      34.5		0	5
12	7	2011	      23.9      33.0		1.9	3.8
13	7	2011	      24.3      33.5		0	4.2
14	7	2011	      25.2      34.5		0	4.9
15	7	2011	      25.1      32.4		1.9	4.5
16	7	2011	      24.6      33.1		2.8	4.8
17	7	2011	      24.5      30.7		8.4	4.2
18	7	2011	      23.3      33.2		5.6	4.3
19	7	2011	      24.7      31.5		0	4
20	7	2011	      23.9      35.3		0	5.5
21	7	2011	      24.0      35.4		0	5.1
22	7	2011	      24.2      34.3		0	5.2
23	7	2011	      23.4      36.9		0	6.3
24	7	2011	      23.0      37.6		0	6.4
25	7	2011	      24.9      33.5		0	5.3
26	7	2011	      24.5      33.0		16.9	4.2
27	7	2011	      24.6      32.9		0	5
28	7	2011	      23.2      32.0		8.5	4.4
29	7	2011	      23.8      33.2		0	5.1
30	7	2011	      24.6      34.7		0	5.2
31	7	2011	      24.2      33.4		8.5	5.2
1	8	2011	      24.3      30.3		0	4.3
2	8	2011	      24.9      28.9		12.3	2.8
3	8	2011	      24.6      31.3		24.7	3.3
4	8	2011	      24.0      34.1		6.2	5.3
5	8	2011	      24.9      30.7		6.2	3.6
6	8	2011	      24.8      29.3		0	4.4
7	8	2011	      24.3      32.4		0	5
8	8	2011	      24.1      31.9		24.1	4.8
9	8	2011	      24.2      31.0		8	3.9
10	8	2011	      24.1      32.9		0	5.5
11	8	2011	      24.5      33.1		12.6	5
12	8	2011	      25.0      30.6		0	4.6
13	8	2011	      24.8      31.9		0	4.6
14	8	2011	      24.5      31.4		4.2	4.3
15	8	2011	      23.7      31.8		4.2	4.7
16	8	2011	      23.6      31.4		0	4.8
17	8	2011	      24.5      28.7		14.7	3.7
18	8	2011	      23.4      30.6		14.7	4.5
19	8	2011	      22.9      27.9		7.3	3.3
20	8	2011	      23.4      27.9		7.3	3.4
21	8	2011	      23.3      28.2		6.7	3.9
22	8	2011	      23.9      29.1		20.1	3.5
23	8	2011	      23.1      30.7		0	4.6
24	8	2011	      23.2      30.2		13.4	4.4
25	8	2011	      23.7      27.7		6.7	2.6
26	8	2011	      23.4      29.2		13.6	4
27	8	2011	      23.2      29.3		6.8	4
28	8	2011	      23.9      31.6		20.4	4.7
29	8	2011	      24.5      31.1		6.8	4.4
30	8	2011	      24.3      29.7		6.8	3.7
31	8	2011	      24.1      31.0		0	4.8
1	9	2011	      24.4      30.3		11.7	4.8
2	9	2011	      24.0      30.6		17.6	4.5
3	9	2011	      23.3      30.3		11.7	4.2
4	9	2011	      22.9      31.9		0	4.7
5	9	2011	      24.2      30.7		0	4.7
6	9	2011	      24.0      30.5		3.6	4.3
7	9	2011	      23.8      30.7		3.6	4.6
8	9	2011	      23.2      31.9		3.6	4.8
9	9	2011	      24.0      30.9		0	4.4
10	9	2011	      22.5      32.5		0	5
11	9	2011	      23.2      31.2		9.1	4.1
12	9	2011	      23.7      31.1		9.1	4
13	9	2011	      23.9      29.8		9.1	2.9
14	9	2011	      23.6      30.8		4.5	4.3
15	9	2011	      23.9      30.0		0	4.9
16	9	2011	      23.3      31.6		2.7	4.2
17	9	2011	      23.2      30.9		2.7	4.8
18	9	2011	      23.4      30.9		0	4.1
19	9	2011	      24.0      31.4		2.7	3.8
20	9	2011	      24.2      29.7		5.4	3.7
21	9	2011	      23.2      33.1		0	5.1
22	9	2011	      24.6      32.8		0	4.6
23	9	2011	      24.6      32.6		12.9	4.3
24	9	2011	      23.4      31.0		12.9	3.8
25	9	2011	      23.7      30.6		0	4.2
26	9	2011	      23.5      33.0		2.8	5.2
27	9	2011	      23.8      31.6		0	5
28	9	2011	      24.5      31.3		0	4.9
29	9	2011	      23.6      29.6		0	4.1
30	9	2011	      23.7      29.9		0	3.7
1	10	2011	      22.7      30.3		7.9	4.1
2	10	2011	      23.0      30.6		7.9	4.1
3	10	2011	      23.5      29.3		0	3.9
4	10	2011	      23.5      33.7		0	5.3
5	10	2011	      23.6      33.9		0	5.3
6	10	2011	      23.0      34.3		0	5.3
7	10	2011	      24.2      34.8		0	5.2
8	10	2011	      24.6      33.4		0	5
9	10	2011	      23.5      33.9		0	4.9
10	10	2011	      23.9      34.5		0	5.3
11	10	2011	      22.4      34.3		0	5.1
12	10	2011	      22.7      35.5		0	5.4
13	10	2011	      24.4      33.6		0	4.9
14	10	2011	      23.4      34.3		0	4.7
15	10	2011	      24.4      33.6		5	4.3
16	10	2011	      23.6      34.5		0	5.1
17	10	2011	      23.2      33.6		6.1	4.9
18	10	2011	      24.3      31.8		0	3.8
19	10	2011	      23.1      35.5		0	5.4
20	10	2011	      22.9      35.8		0	5.4
21	10	2011	      21.8      35.8		0	5.4
22	10	2011	      23.1      33.3		0	4.7
23	10	2011	      22.0      32.7		0	4.3
24	10	2011	      20.4      35.6		0	5.1
25	10	2011	      20.6      36.3		0	5.4
26	10	2011	      22.0      36.4		0	4.9
27	10	2011	      22.7      36.6		0	4.9
28	10	2011	      23.4      37.9		0	5.4
29	10	2011	      24.1      36.2		0	5.1
30	10	2011	      24.4      34.3		0	4.6
31	10	2011	      24.0      33.2		0	4.5
1	11	2011	      22.7      35.8		0	4.8
2	11	2011	      24.2      33.9		1	4
3	11	2011	      24.0      36.2		0	4.9
4	11	2011	      23.6      31.6		0	3.2
5	11	2011	      21.5      35.3		0	5.3
6	11	2011	      22.0      37.6		0	5.7
7	11	2011	      22.2      36.6		0	5.5
8	11	2011	      21.3      37.5		0	5.6
9	11	2011	      19.5      37.8		0	5.7
10	11	2011	      18.5      38.6		0	6
11	11	2011	      18.6      38.1		0	5.4
12	11	2011	      19.9      37.8		0	5.4
13	11	2011	      20.5      38.2		0	5.7
14	11	2011	      22.1      37.9		0	5.5
15	11	2011	      22.6      38.6		0	5.6
16	11	2011	      20.6      38.7		0	5.8
17	11	2011	      21.8      38.4		0	5.6
18	11	2011	      21.1      38.3		0	5.7
19	11	2011	      21.3      38.4		0	5.6
20	11	2011	      21.8      38.5		0	5.6
21	11	2011	      18.9      37.3		0	4.8
22	11	2011	      19.1      37.7		0	5.6
23	11	2011	      17.7      37.2		0	5.6
24	11	2011	      17.9      37.0		0	5.6
25	11	2011	      18.0      37.5		0	5.6
26	11	2011	      18.9      37.0		0	5.4
27	11	2011	      18.8      35.0		0	4.5
28	11	2011	      18.9      37.2		0	5.1
29	11	2011	      18.8      36.3		0	4.5
30	11	2011	      18.7      37.6		0	5.3
1	12	2011	      17.8      37.8		0	5
2	12	2011	      19.9      36.5		0	4.6
3	12	2011	      17.0      36.4		0	5.4
4	12	2011	      15.9      36.3		0	5.4
5	12	2011	      16.0      33.9		0	5
6	12	2011	      16.4      35.5		0	5.1
7	12	2011	      16.6      36.2		0	5.2
8	12	2011	      17.2      36.2		0	5.2
9	12	2011	      16.4      36.7		0	5.4
10	12	2011	      16.0      36.5		0	5.1
11	12	2011	      17.6      34.7		0	4.8
12	12	2011	      18.3      35.2		0	4.5
13	12	2011	      18.0      33.4		0	4
14	12	2011	      17.7      34.1		0	4.6
15	12	2011	      17.5      32.1		0	4.3
16	12	2011	      16.9      33.5		0.3	4.2
17	12	2011	      16.1      34.9		0	5.1
18	12	2011	      15.1      34.9		0	5.1
19	12	2011	      17.0      34.2		0.3	4.8
20	12	2011	      16.6      34.6		0	4.9
21	12	2011	      17.8      34.6		0	4.9
22	12	2011	      16.7      34.0		0	4.9
23	12	2011	      15.0      34.0		0	5
24	12	2011	      15.1      33.0		0	4.7
25	12	2011	      15.2      34.2		0	5
26	12	2011	      16.6      33.3		0	4.6
27	12	2011	      15.1      33.9		0	4.5
28	12	2011	      16.9      34.3		0	4.8
29	12	2011	      18.3      28.3		0	3.4
30	12	2011	      17.5      29.6		0	3.9
31	12	2011	      15.0      25.1		0	3.2
1	1	2012	      13.0      29.1		0	3.9
2	1	2012	      14.2      30.8		0	4.3
3	1	2012	      15.7      33.3		0	4.5
4	1	2012	      17.5      33.6		0	4.3
5	1	2012	      19.5      35.2		0	4.6
6	1	2012	      17.1      34.4		0.2	4.8
7	1	2012	      18.1      34.7		0	4.9
8	1	2012	      17.6      36.5		0	5.3
9	1	2012	      16.8      36.1		0	5.4
10	1	2012	      16.9      36.9		0	5.1
11	1	2012	      16.7      37.5		0	5.6
12	1	2012	      17.0      38.2		0	5.8
13	1	2012	      16.6      38.0		0	5.8
14	1	2012	      18.0      37.5		0	5.6
15	1	2012	      17.9      35.8		0	5.3
16	1	2012	      18.8      36.2		0	5.2
17	1	2012	      18.3      34.2		0	4.8
18	1	2012	      19.0      35.8		0	5.3
19	1	2012	      16.7      32.3		0	4.7
20	1	2012	      14.3      27.4		0	4
21	1	2012	      12.3      26.9		0	3.7
22	1	2012	      12.9      30.0		0	4.5
23	1	2012	      16.0      32.5		0	4.7
24	1	2012	      17.7      34.0		0	5
25	1	2012	      16.5      34.3		0	5.1
26	1	2012	      14.3      32.8		0	4.8
27	1	2012	      14.2      33.1		0	5.2
28	1	2012	      14.9      35.0		0	5.5
29	1	2012	      16.6      35.4		0	5.2
30	1	2012	      19.4      34.9		0.2	4.1
31	1	2012	      19.6      35.7		0	5
1	2	2012	      20.4      36.1		0	5
2	2	2012	      20.4      33.9		0	4.6
3	2	2012	      21.3      35.6		0	5
4	2	2012	      20.4      35.7		0	4.9
5	2	2012	      19.5      31.9		0	4.1
6	2	2012	      19.4      33.0		0	3.7
7	2	2012	      15.5      31.6		0	4.5
8	2	2012	      18.1      29.6		0	3.6
9	2	2012	      15.9      33.6		0	4.5
10	2	2012	      17.7      34.5		0	5.4
11	2	2012	      17.3      35.1		0	5.4
12	2	2012	      19.7      32.9		0	4
13	2	2012	      19.2      33.4		0	4.6
14	2	2012	      18.7      34.2		0	4.8
15	2	2012	      18.6      29.8		0	3.7
16	2	2012	      17.6      35.3		0	5.5
17	2	2012	      18.3      36.3		0	5.7
18	2	2012	      16.2      33.8		0	5.4
19	2	2012	      15.0      34.3		0	5.7
20	2	2012	      16.8      34.8		0	5.7
21	2	2012	      17.0      35.2		0	5.8
22	2	2012	      17.7      34.7		0	5.6
23	2	2012	      16.5      34.3		0	5.2
24	2	2012	      17.0      33.7		0	5.3
25	2	2012	      17.9      36.8		0	5.9
26	2	2012	      20.0      38.4		0	6.3
27	2	2012	      19.6      39.5		0	6.4
28	2	2012	      19.1      39.7		0	6.6
29	2	2012	      19.3      39.9		0	6.6
1	3	2012	      19.4      39.5		0	6.4
2	3	2012	      19.8      38.3		0	6.2
3	3	2012	      20.1      37.7		0	6
4	3	2012	      19.6      37.8		0	6.2
5	3	2012	      18.3      38.4		0	6.4
6	3	2012	      18.9      38.6		0	6.1
7	3	2012	      18.1      38.8		0	6.3
8	3	2012	      18.9      39.4		0	6.6
9	3	2012	      20.1      37.3		0	5.8
10	3	2012	      20.1      38.2		0	5.8
11	3	2012	      21.1      37.5		0	5.7
12	3	2012	      19.8      36.9		0	6
13	3	2012	      18.5      38.2		0	6.6
14	3	2012	      19.8      39.2		0	6.6
15	3	2012	      19.5      40.5		0	6.9
16	3	2012	      20.9      41.1		0	6.9
17	3	2012	      20.9      41.5		0	7
18	3	2012	      22.4      40.6		0	6.3
19	3	2012	      24.6      40.8		0	6
20	3	2012	      22.3      40.7		0	6
21	3	2012	      21.4      39.8		0	5.4
22	3	2012	      20.9      37.2		0	5.4
23	3	2012	      19.9      37.3		0	5.5
24	3	2012	      21.5      38.4		0	6
25	3	2012	      18.9      37.4		0	6.3
26	3	2012	      17.6      36.6		0	6.3
27	3	2012	      18.9      34.3		0	5.4
28	3	2012	      20.1      28.0		0	2.9
29	3	2012	      19.4      33.3		0	4
30	3	2012	      20.6      37.8		0	6.5
31	3	2012	      21.0      38.6		0	6.7
1	4	2012	      19.9      37.5		0	6.6
2	4	2012	      19.7      36.8		0	6.4
3	4	2012	      18.5      35.5		0	6.2
4	4	2012	      19.4      33.8		0	5.6
5	4	2012	      18.4      37.5		0	6.6
6	4	2012	      19.0      38.7		0	7
7	4	2012	      20.9      38.9		0	6.6
8	4	2012	      21.1      35.3		0	5.6
9	4	2012	      21.6      39.1		0	6.3
10	4	2012	      25.5      40.1		0	5.6
11	4	2012	      25.1      38.5		0	6
12	4	2012	      24.2      37.4		0	5.4
13	4	2012	      25.6      36.7		0	4.9
14	4	2012	      26.1      38.6		0	5.7
15	4	2012	      25.4      41.0		0	7
16	4	2012	      22.7      40.5		0	7.2
17	4	2012	      24.0      39.2		0	6.9
18	4	2012	      21.7      38.5		0	6.6
19	4	2012	      19.1      37.1		0	6.6
20	4	2012	      21.2      38.2		0	6.6
21	4	2012	      20.1      39.3		0	7
22	4	2012	      21.1      41.7		0	7.5
23	4	2012	      24.4      41.9		0	7.3
24	4	2012	      23.5      42.4		0	7.3
25	4	2012	      22.4      40.6		0	7.3
26	4	2012	      21.9      40.2		0	7
27	4	2012	      21.8      39.4		0	6.4
28	4	2012	      22.6      39.8		0	6.8
29	4	2012	      26.9      39.0		0	5.3
30	4	2012	      27.2      41.5		0	6
1	5	2012	      25.9      42.4		0	6.4
2	5	2012	      26.9      40.0		0	6.5
3	5	2012	      25.2      42.5		0	7.1
4	5	2012	      24.1      43.4		0	7.4
5	5	2012	      24.6      41.9		0	6.8
6	5	2012	      23.7      42.8		0	7.3
7	5	2012	      23.1      44.0		0	7.4
8	5	2012	      23.1      44.4		0	7.9
9	5	2012	      22.5      41.9		0	7.4
10	5	2012	      21.6      40.6		0	7.2
11	5	2012	      22.4      39.6		0	7
12	5	2012	      22.0      41.6		0	7.5
13	5	2012	      21.3      42.0		0	7.5
14	5	2012	      22.2      38.6		0	6.5
15	5	2012	      21.7      37.8		0	6.3
16	5	2012	      22.6      38.3		0	6.3
17	5	2012	      23.8      39.1		0	5.5
18	5	2012	      26.6      38.4		0	5.7
19	5	2012	      25.4      37.5		0	4.1
20	5	2012	      23.5      40.0		0	6.4
21	5	2012	      23.6      39.3		0	6.6
22	5	2012	      25.1      36.4		0	4.4
23	5	2012	      25.5      39.1		0	6
24	5	2012	      24.4      39.9		0	6.3
25	5	2012	      23.1      38.7		0	6.1
26	5	2012	      23.6      39.1		0	6.5
27	5	2012	      23.3      40.7		0	7
28	5	2012	      23.4      42.3		0	7.4
29	5	2012	      21.3      39.3		0	7.1
30	5	2012	      20.8      39.8		0	7.1
31	5	2012	      22.7      40.9		0	7.1
1	6	2012	      23.2      41.3		0	7
2	6	2012	      23.9      39.5		0	6.4
3	6	2012	      24.1      40.4		12.7	6.4
4	6	2012	      25.9      41.6		0	6.8
5	6	2012	      24.6      41.9		0	7.3
6	6	2012	      24.1      41.4		0	7.1
7	6	2012	      23.5      40.6		0	7
8	6	2012	      23.6      40.3		0	6.9
9	6	2012	      24.9      41.1		0	6.7
10	6	2012	      26.1      41.9		0	7.1
11	6	2012	      25.5      41.0		0	6.6
12	6	2012	      24.6      39.7		0	6.5
13	6	2012	      24.9      37.9		0	5.5
14	6	2012	      25.4      36.7		0	6
15	6	2012	      25.6      39.3		4.9	6
16	6	2012	      25.4      41.0		0	6.8
17	6	2012	      26.0      36.3		0	5.5
18	6	2012	      24.8      36.5		0	5.4
19	6	2012	      23.7      37.9		0	6
20	6	2012	      25.6      35.6		5.7	5.8
21	6	2012	      25.9      39.8		0	6.2
22	6	2012	      25.5      41.3		0	6.4
23	6	2012	      25.5      34.7		0	5.2
24	6	2012	      25.6      32.3		0	4.1
25	6	2012	      24.9      30.5		6.7	3.8
26	6	2012	      23.6      36.6		0	6.2
27	6	2012	      24.0      37.0		7.9	5.9
28	6	2012	      25.1      34.1		4	4.7
29	6	2012	      25.2      31.8		0	4.1
30	6	2012	      24.7      31.0		11.9	4.4
1	7	2012	      24.4      31.6		0	4.6
2	7	2012	      24.3      31.2		20.3	4.1
3	7	2012	      24.3      30.0		10.1	4.1
4	7	2012	      23.7      32.3		10.1	4.9
5	7	2012	      24.1      32.3		10.1	4.7
6	7	2012	      23.4      34.7		4.6	5.5
7	7	2012	      24.8      31.0		18.4	4
8	7	2012	      24.1      31.7		0	4.4
9	7	2012	      24.2      33.0		0	5
10	7	2012	      24.2      33.4		0	5.5
11	7	2012	      23.4      33.5		0	5.5
12	7	2012	      24.4      32.6		19	4.3
13	7	2012	      24.8      33.4		0	4.9
14	7	2012	      23.6      32.7		9.5	5.3
15	7	2012	      24.0      30.1		9.5	3.7
16	7	2012	      23.3      32.8		0	5
17	7	2012	      24.0      31.8		4.7	4.9
18	7	2012	      24.4      32.5		0	5
19	7	2012	      24.8      30.9		4.7	4.6
20	7	2012	      23.7      31.9		9.4	4.6
21	7	2012	      24.5      30.4		23.1	3.2
22	7	2012	      23.4      32.2		0	5.2
23	7	2012	      24.1      31.0		0	4
24	7	2012	      24.4      31.9		15.4	4.4
25	7	2012	      24.0      32.0		0	4.9
26	7	2012	      24.1      31.4		0	4.7
27	7	2012	      24.6      30.8		0	4.5
28	7	2012	      24.4      30.6		13.9	3.8
29	7	2012	      24.4      30.5		0	4.7
30	7	2012	      24.1      32.3		0	4.9
31	7	2012	      24.8      31.6		6.9	4.5
1	8	2012	      24.7      31.0		0	3.5
2	8	2012	      24.6      30.8		0	4.7
3	8	2012	      23.2      32.3		0	4.8
4	8	2012	      24.4      30.6		16.7	4.3
5	8	2012	      24.0      31.6		8.3	4.7
6	8	2012	      23.9      31.2		13.7	4.7
7	8	2012	      23.5      31.6		0	5.3
8	8	2012	      24.3      30.2		0	4.5
9	8	2012	      22.8      31.8		0	3.4
10	8	2012	      23.5      31.3		0	4.7
11	8	2012	      23.2      31.0		0	4.7
12	8	2012	      24.2      30.4		19.6	4.3
13	8	2012	      24.0      30.7		32.6	4.2
14	8	2012	      24.1      28.0		19.6	3.3
15	8	2012	      23.6      30.4		6.5	4.5
16	8	2012	      23.8      30.6		0	4.4
17	8	2012	      24.6      29.7		26.3	4.1
18	8	2012	      24.1      27.5		26.3	2.1
19	8	2012	      23.6      29.8		0	4.7
20	8	2012	      22.6      30.1		0	4.5
21	8	2012	      23.9      29.8		7.3	3.5
22	8	2012	      24.4      29.6		7.3	3.4
23	8	2012	      23.9      29.9		14.6	3.7
24	8	2012	      22.9      30.7		7.3	4.1
25	8	2012	      23.4      29.1		14.6	3.8
26	8	2012	      24.3      29.2		11.8	4.2
27	8	2012	      23.9      29.8		5.9	4.5
28	8	2012	      23.1      30.4		11.8	5
29	8	2012	      23.7      30.8		11.8	4.3
30	8	2012	      24.1      30.6		0	4.9
31	8	2012	      23.9      30.1		5.9	4
1	9	2012	      23.3      29.9		22.3	3.5
2	9	2012	      23.9      27.0		11.2	3.1
3	9	2012	      23.4      29.8		0	4
4	9	2012	      22.8      31.1		11.2	4.4
5	9	2012	      24.1      28.2		22.3	3.8
6	9	2012	      24.0      29.3		21.8	3.3
7	9	2012	      23.6      29.1		21.8	3.6
8	9	2012	      23.3      30.9		0	4.6
9	9	2012	      22.6      32.3		0	5
10	9	2012	      24.6      29.2		7.3	4.1
11	9	2012	      23.8      30.6		0	4.8
12	9	2012	      24.3      30.3		6.9	4
13	9	2012	      23.6      30.8		0	3.9
14	9	2012	      24.0      29.1		0	4.3
15	9	2012	      23.4      30.3		3.5	3.8
16	9	2012	      23.8      30.1		0	4.9
17	9	2012	      23.5      30.8		0	4.9
18	9	2012	      24.1      29.6		12.6	3.6
19	9	2012	      23.7      29.1		4.2	2.4
20	9	2012	      23.5      28.7		8.4	3.1
21	9	2012	      23.1      30.4		9.3	4.3
22	9	2012	      23.2      30.3		4.6	3.8
23	9	2012	      23.6      29.9		4.6	4.5
24	9	2012	      23.8      29.9		4.6	4.2
25	9	2012	      23.1      30.8		4.6	4.1
26	9	2012	      24.4      31.8		0	5
27	9	2012	      24.4      30.9		0	4.6
28	9	2012	      24.2      30.3		22.9	4.3
29	9	2012	      23.2      29.6		0	3.8
30	9	2012	      23.1      28.8		0	3.7
1	10	2012	      22.9      32.4		0	4.9
2	10	2012	      22.8      32.9		0	5.1
3	10	2012	      23.6      31.8		7.8	4.6
4	10	2012	      23.9      29.0		0	4.1
5	10	2012	      23.7      29.7		3.9	4.2
6	10	2012	      22.6      33.0		0	5.3
7	10	2012	      23.7      34.1		0	5.4
8	10	2012	      23.9      31.3		5.1	4.5
9	10	2012	      23.3      29.8		0	4
10	10	2012	      23.3      30.6		0	4.1
11	10	2012	      23.8      30.2		3.4	3.4
12	10	2012	      23.6      32.0		2.3	4.7
13	10	2012	      23.7      31.4		0	4.9
14	10	2012	      23.7      31.1		0	4.5
15	10	2012	      23.9      32.0		0	4.7
16	10	2012	      23.6      32.6		0	5
17	10	2012	      23.7      32.6		0	4.8
18	10	2012	      23.5      32.6		1.7	4.4
19	10	2012	      23.1      32.3		0	4.7
20	10	2012	      22.9      30.9		1.1	4
21	10	2012	      24.4      28.8		4.6	3.5
22	10	2012	      23.2      30.1		2.3	3.9
23	10	2012	      23.0      32.0		0	4.5
24	10	2012	      23.0      34.9		0	5.3
25	10	2012	      24.1      35.2		0	5.4
26	10	2012	      23.0      35.0		0	5.4
27	10	2012	      21.7      35.0		1.6	5.4
28	10	2012	      22.3      34.7		0	5
29	10	2012	      24.6      30.4		0	3.7
30	10	2012	      24.0      33.9		0	4.8
31	10	2012	      24.1      31.3		0	4.5
1	11	2012	      23.5      29.8		0	4.2
2	11	2012	      22.4      35.4		0	5.2
3	11	2012	      23.6      34.8		0	5
4	11	2012	      22.5      33.7		0	5
5	11	2012	      23.0      31.2		0	4.2
6	11	2012	      23.3      31.6		0	4.4
7	11	2012	      22.9      32.4		0	4.7
8	11	2012	      22.1      34.1		0	4.9
9	11	2012	      22.8      33.8		0	4.8
10	11	2012	      23.8      33.7		0	4.5
11	11	2012	      24.8      31.8		0	3.3
12	11	2012	      22.3      35.0		0	4.8
13	11	2012	      22.4      34.9		0	4.4
14	11	2012	      22.0      34.1		0	4.2
15	11	2012	      21.2      35.0		0	4.6
16	11	2012	      23.0      34.8		0	4.4
17	11	2012	      21.4      36.5		0	5.2
18	11	2012	      21.0      36.5		0	5.3
19	11	2012	      21.8      35.8		0	5.1
20	11	2012	      21.6      35.6		0	4.9
21	11	2012	      21.3      34.6		0	4.5
22	11	2012	      20.8      35.5		0	5.1
23	11	2012	      19.9      35.5		0	4.9
24	11	2012	      19.7      32.4		0	3.9
25	11	2012	      19.8      34.5		0	4.9
26	11	2012	      20.0      33.9		0	4.7
27	11	2012	      21.3      30.6		0	4
28	11	2012	      21.8      33.2		0	4.3
29	11	2012	      21.9      33.8		0	3.9
30	11	2012	      21.8      33.0		0	4.5
1	12	2012	      19.9      30.8		0	3.6
2	12	2012	      18.4      31.7		0.1	4.1
3	12	2012	      19.7      29.1		0.3	2.6
4	12	2012	      18.6      27.3		0	3.3
5	12	2012	      17.6      25.2		0	2.8
6	12	2012	      15.5      31.5		0	4.5
7	12	2012	      16.4      32.9		0	4.7
8	12	2012	      18.2      34.5		0	5
9	12	2012	      17.0      35.0		0	5.1
10	12	2012	      16.2      35.0		0	5.2
11	12	2012	      15.9      35.4		0	5.2
12	12	2012	      15.2      33.4		0	4.9
13	12	2012	      14.8      31.1		0	4.5
14	12	2012	      14.7      34.0		0	5
15	12	2012	      16.3      32.6		0	4.7
16	12	2012	      16.0      34.0		0	4.9
17	12	2012	      15.7      33.6		0	4.9
18	12	2012	      15.0      34.8		0	5.2
19	12	2012	      15.5      35.5		0	5.2
20	12	2012	      15.7      34.8		0	5.1
21	12	2012	      16.9      33.8		0	4.9
22	12	2012	      14.9      34.4		0	5.1
23	12	2012	      15.5      34.0		0	5
24	12	2012	      19.7      30.8		0.3	3.6
25	12	2012	      16.4      35.4		0	5
26	12	2012	      16.2      35.5		0	5.1
27	12	2012	      18.1      33.0		0	4.7
28	12	2012	      14.6      33.8		0	4.9
29	12	2012	      15.6      32.1		0	4.6
30	12	2012	      13.9      29.6		0.2	4
31	12	2012	      14.4      31.0		0.2	4.3
1	1	2013	      13.3      30.7		0.1	4.2
2	1	2013	      13.3      31.6		0	4.7
3	1	2013	      15.6      32.1		0	4.4
4	1	2013	      16.7      33.2		0.1	4.7
5	1	2013	      14.8      29.0		0.1	3.7
6	1	2013	      13.6      28.9		0	4
7	1	2013	      12.4      31.3		0	4.6
8	1	2013	      13.5      32.0		0	4.7
9	1	2013	      14.9      33.4		0	4.7
10	1	2013	      16.9      34.7		0	4.6
11	1	2013	      18.4      35.0		0	4.8
12	1	2013	      18.3      36.3		0	5.4
13	1	2013	      19.3      37.0		0	5.4
14	1	2013	      16.9      36.4		0	5.2
15	1	2013	      15.4      35.9		0	5.5
16	1	2013	      15.6      34.8		0	5.3
17	1	2013	      15.6      33.8		0	5.1
18	1	2013	      15.4      33.9		0	5.2
19	1	2013	      13.6      34.5		0	5.3
20	1	2013	      15.2      34.3		0	5.1
21	1	2013	      15.0      35.0		0	5.3
22	1	2013	      17.9      33.7		0	4.6
23	1	2013	      19.2      34.9		0	4.2
24	1	2013	      18.4      35.0		0	4.9
25	1	2013	      21.1      31.3		0.2	2.5
26	1	2013	      19.3      33.9		0.1	3.2
27	1	2013	      15.3      34.0		0	5.2
28	1	2013	      15.9      34.1		0	5.3
29	1	2013	      15.8      34.8		0	5.4
30	1	2013	      17.3      35.8		0	5.4
31	1	2013	      19.4      37.3		0	5.6
1	2	2013	      20.3      37.5		0	5.5
2	2	2013	      19.5      36.6		0	5.5
3	2	2013	      17.8      35.4		0	5.2
4	2	2013	      16.4      35.6		0	5.5
5	2	2013	      17.8      37.0		0	5.6
6	2	2013	      19.7      37.0		0	5.7
7	2	2013	      18.8      37.0		0.1	5.2
8	2	2013	      19.4      34.5		0	5.2
9	2	2013	      17.6      36.4		0	5.3
10	2	2013	      19.2      34.8		0	5.1
11	2	2013	      18.1      38.5		0	6.2
12	2	2013	      20.1      38.8		0	6.1
13	2	2013	      19.7      39.5		0	6.4
14	2	2013	      18.8      39.7		0	6.5
15	2	2013	      18.2      38.6		0	6.4
16	2	2013	      17.0      36.8		0	5.9
17	2	2013	      17.3      36.5		0	6.1
18	2	2013	      17.6      37.3		0	6.1
19	2	2013	      17.0      36.9		0	6.1
20	2	2013	      15.7      36.8		0	6.2
21	2	2013	      16.0      37.5		0	6.4
22	2	2013	      16.9      38.6		0	6.5
23	2	2013	      18.1      38.2		0	6.4
24	2	2013	      18.4      39.3		0	6.6
25	2	2013	      17.8      39.9		0	6.8
26	2	2013	      18.7      39.3		0	6.5
27	2	2013	      17.5      37.3		0	6.3
28	2	2013	      17.7      37.6		0	6.4
1	3	2013	      18.9      38.4		0	6.4
2	3	2013	      20.3      38.1		0	5.7
3	3	2013	      21.3      40.5		0	6.9
4	3	2013	      19.6      39.1		0	6.7
5	3	2013	      18.3      36.5		0	6.3
6	3	2013	      18.5      38.3		0	6.7
7	3	2013	      19.5      41.2		0	7.2
8	3	2013	      21.8      42.2		0	7.2
9	3	2013	      20.8      41.3		0	7.2
10	3	2013	      21.0      42.1		0	7.4
11	3	2013	      21.8      41.9		0	7.3
12	3	2013	      21.3      41.2		0	7.1
13	3	2013	      20.4      41.3		0	7.2
14	3	2013	      20.8      41.9		0	7.4
15	3	2013	      19.5      41.2		0	7.2
16	3	2013	      23.4      38.5		0	6.2
